,PCT,CRIME,2012,2013,2014,2015,2016,2017,2018
344,25,FRAUDS (3)                    ,86.0,77,64,58,55,56,80
345,25,AGGRAVATED HARASSMENT 2               ,336.0,360,234,296,256,294,262
346,25,OTHER MISDEMEANORS (8),1061.0,1405,1029,1282,1310,1126,422
347,25,ASSAULT 3 AND RELATED OFFENSES        ,725.0,717,725,520,518,607,646
348,25,FELONY ASSAULT                        ,286.0,286,335,351,335,326,357
349,25,BURGLARY                              ,133.0,132,107,113,79,93,115
350,25,GRAND LARCENY OF MOTOR VEHICLE                                  ,34.0,45,32,40,42,30,32
351,25,ADMINISTRATIVE CODE (6)            ,11.0,5,6,7,6,15,18
352,25,PETIT LARCENY                         ,1095.0,973,1070,1018,893,903,1074
353,25,MISDEMEANOR DANGEROUS DRUGS  (1),2579.0,2044,2192,1366,1403,1528,977
354,25,MISDEMEANOR DANGEROUS WEAPONS (5)               ,98.0,109,96,139,101,92,78
355,25,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,46.0,54,89,133,101,120,139
356,25,OTHER FELONIES (4),159.0,164,151,172,143,177,183
357,25,FELONY DANGEROUS DRUGS  (1),715.0,875,733,545,519,383,240
358,25,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,94.0,124,121,156,152,168,240
359,25,OTHER VIOLATIONS (1),82.0,85,61,43,25,22,12
360,25,HARASSMENT 2                          ,653.0,664,625,732,695,706,729
361,25,MURDER & NON NEGL. MANSLAUGHTER                                ,10.0,3,5,5,4,2,3
362,25,RAPE                                  ,29.0,22,28,24,22,25,43
363,25,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,44.0,55,21,31,11,15,13
364,25,FELONY SEX CRIMES (3),19.0,23,21,28,26,31,30
365,26,BURGLARY                              ,60.0,59,59,64,55,56,61
366,26,GRAND LARCENY                         ,324.0,343,311,302,309,329,381
367,26,RAPE                                  ,10.0,9,16,6,10,11,11
368,26,OTHER VIOLATIONS (1),56.0,42,33,14,3,9,2
369,26,HARASSMENT 2                          ,350.0,329,381,349,386,375,402
370,26,ROBBERY                               ,145.0,135,125,123,107,96,107
371,26,UNAUTHORIZED USE OF A VEHICLE           ,10.0,7,3,4,4,5,6
372,26,FELONY SEX CRIMES (3),8.0,8,13,11,8,11,13
373,26,FELONY DANGEROUS DRUGS  (1),113.0,124,49,86,66,43,45
374,26,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,19.0,16,25,21,58,32,38
375,26,OTHER MISDEMEANORS (8),726.0,595,416,526,553,345,125
376,26,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,13.0,4,7,7,2,5,10
377,26,MISDEMEANOR SEX CRIMES (4),35.0,22,38,29,43,40,24
378,26,MISDEMEANOR DANGEROUS DRUGS  (1),548.0,395,235,268,253,226,106
379,26,MISDEMEANOR DANGEROUS WEAPONS (5)               ,48.0,67,35,28,29,29,35
380,26,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,56.0,67,93,75,106,85,92
381,26,ASSAULT 3 AND RELATED OFFENSES        ,327.0,312,266,227,235,244,220
382,26,PETIT LARCENY                         ,560.0,514,475,407,438,541,619
383,26,INTOXICATED & IMPAIRED DRIVING              ,41.0,58,43,17,32,34,23
384,26,FRAUDS (3)                    ,20.0,36,25,19,24,14,14
385,26,ADMINISTRATIVE CODE (6)            ,2.0,2,1,3,0,1,2
386,26,FELONY POSSESSION STOLEN PROPERTY            ,5.0,9,8,8,4,3,4
387,26,OFFENSES AGAINST THE PERSON (7)      ,14.0,12,20,17,15,22,11
388,26,CRIMINAL TRESPASS,204.0,192,165,65,74,73,51
389,26,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),85.0,101,70,89,54,61,41
390,28,VEHICLE AND TRAFFIC LAWS              ,25.0,37,24,28,33,44,37
391,28,CRIMINAL TRESPASS,226.0,166,127,125,149,105,43
392,28,UNAUTHORIZED USE OF A VEHICLE           ,6.0,5,5,5,8,8,7
393,28,OFFENSES AGAINST THE PERSON (7)      ,22.0,18,7,12,5,6,11
394,28,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),160.0,178,186,161,117,85,85
395,28,FRAUDS (3)                    ,57.0,42,36,19,33,42,15
396,28,OTHER FELONIES (4),140.0,98,92,103,94,92,104
397,28,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,96.0,71,109,113,162,173,128
398,28,FELONY SEX CRIMES (3),14.0,11,15,11,10,18,17
399,28,FELONY POSSESSION STOLEN PROPERTY            ,6.0,5,15,8,5,9,9
400,28,INTOXICATED & IMPAIRED DRIVING              ,42.0,39,35,30,20,27,24
401,28,PETIT LARCENY                         ,982.0,1169,1121,1029,1135,1334,1297
402,28,MISDEMEANOR DANGEROUS WEAPONS (5)               ,55.0,40,34,43,35,13,13
403,28,MISDEMEANOR DANGEROUS DRUGS  (1),1266.0,1366,1132,744,896,654,238
404,28,MISDEMEANOR SEX CRIMES (4),37.0,36,32,48,52,55,48
405,28,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,20.0,33,13,11,8,3,5
406,28,FELONY DANGEROUS DRUGS  (1),413.0,505,412,261,392,268,163
407,28,OTHER MISDEMEANORS (8),1074.0,898,837,793,663,402,254
408,28,MURDER & NON NEGL. MANSLAUGHTER                                ,5.0,2,1,3,3,4,0
409,28,AGGRAVATED HARASSMENT 2               ,193.0,216,149,185,157,243,186
410,28,OTHER VIOLATIONS (1),73.0,35,31,19,14,5,10
411,28,GRAND LARCENY OF MOTOR VEHICLE                                  ,20.0,39,22,27,27,18,22
412,28,HARASSMENT 2                          ,563.0,534,626,606,757,708,712
413,28,FELONY ASSAULT                        ,241.0,222,202,233,243,203,204
414,28,ROBBERY                               ,210.0,211,176,189,209,202,156
415,28,GRAND LARCENY                         ,350.0,352,329,378,426,440,445
416,30,OTHER FELONIES (4),101.0,148,140,108,99,79,75
417,30,HARASSMENT 2                          ,653.0,570,615,582,594,579,660
418,30,FELONY DANGEROUS DRUGS  (1),305.0,327,200,193,174,78,56
419,30,FELONY SEX CRIMES (3),16.0,15,14,13,19,15,17
420,30,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,92.0,73,72,73,89,92,67
421,30,FELONY POSSESSION STOLEN PROPERTY            ,7.0,8,8,10,3,9,4
422,30,OTHER MISDEMEANORS (8),684.0,726,607,700,464,350,148
423,30,FRAUDS (3)                    ,37.0,39,45,46,43,34,28
424,30,ADMINISTRATIVE CODE (6)            ,5.0,14,6,7,6,6,10
425,30,UNAUTHORIZED USE OF A VEHICLE           ,6.0,9,5,11,10,3,4
426,30,CRIMINAL TRESPASS,152.0,119,98,101,67,27,20
427,30,VEHICLE AND TRAFFIC LAWS              ,180.0,157,83,97,71,42,28
428,30,INTOXICATED & IMPAIRED DRIVING              ,137.0,120,104,74,70,61,63
429,30,ASSAULT 3 AND RELATED OFFENSES        ,572.0,613,598,399,353,295,337
430,30,PETIT LARCENY                         ,444.0,503,455,447,534,560,748
431,30,MISDEMEANOR DANGEROUS DRUGS  (1),1084.0,948,734,738,855,141,72
432,30,MISDEMEANOR SEX CRIMES (4),44.0,34,38,38,54,50,40
433,30,AGGRAVATED HARASSMENT 2               ,209.0,206,175,134,153,150,146
434,30,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),108.0,138,145,118,110,97,96
435,30,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,17.0,25,28,33,35,38,50
436,30,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,17.0,20,13,13,8,8,8
437,30,GRAND LARCENY OF MOTOR VEHICLE                                  ,28.0,35,22,25,31,22,27
438,30,BURGLARY                              ,151.0,130,100,99,71,85,85
439,30,RAPE                                  ,11.0,21,18,20,22,9,19
440,30,MURDER & NON NEGL. MANSLAUGHTER                                ,2.0,3,7,2,4,1,3
441,30,FELONY ASSAULT                        ,189.0,181,202,172,180,135,193
442,32,HARASSMENT 2                          ,925.0,898,923,1001,1001,904,931
443,32,ADMINISTRATIVE CODE (6)            ,12.0,16,29,12,7,13,17
444,32,FRAUDS (3)                    ,85.0,57,51,68,69,53,61
445,32,AGGRAVATED HARASSMENT 2               ,468.0,428,311,298,333,287,293
446,32,OTHER MISDEMEANORS (8),844.0,738,526,642,539,422,263
447,32,OTHER VIOLATIONS (1),104.0,62,48,35,13,9,14
448,32,OTHER FELONIES (4),186.0,208,172,160,226,170,158
449,32,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,47.0,51,106,116,132,103,113
450,32,OFFENSES AGAINST THE PERSON (7)      ,39.0,21,23,12,20,14,21
451,32,FELONY SEX CRIMES (3),23.0,19,15,21,25,26,26
452,32,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,143.0,117,105,102,110,142,116
453,32,FELONY POSSESSION STOLEN PROPERTY            ,12.0,8,12,11,20,15,21
454,32,UNAUTHORIZED USE OF A VEHICLE           ,17.0,21,18,9,17,16,17
455,32,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),275.0,246,205,252,264,187,177
456,32,RAPE                                  ,33.0,27,17,35,32,17,20
457,32,ROBBERY                               ,243.0,261,254,278,197,199,193
458,32,BURGLARY                              ,108.0,82,94,113,132,97,124
459,32,GRAND LARCENY                         ,315.0,297,297,305,282,267,329
460,32,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,29.0,19,13,9,13,10,11
461,32,MISDEMEANOR DANGEROUS DRUGS  (1),986.0,811,843,822,1010,481,207
462,32,PETIT LARCENY                         ,634.0,642,699,716,672,731,671
463,32,VEHICLE AND TRAFFIC LAWS              ,51.0,42,56,57,49,43,62
464,32,INTOXICATED & IMPAIRED DRIVING              ,47.0,56,41,37,46,48,68
465,32,MISDEMEANOR DANGEROUS WEAPONS (5)               ,97.0,90,74,86,105,65,55
466,32,ASSAULT 3 AND RELATED OFFENSES        ,870.0,864,861,702,633,569,612
467,33,FRAUDS (3)                    ,38.0,29,29,38,50,46,33
468,33,OTHER MISDEMEANORS (8),366.0,505,461,572,402,363,162
469,33,ADMINISTRATIVE CODE (6)            ,4.0,7,5,8,5,4,11
470,33,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,112.0,114,94,81,136,104,80
471,33,OTHER FELONIES (4),56.0,68,77,79,102,108,132
472,33,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,16.0,17,33,104,143,77,74
473,33,FELONY DANGEROUS DRUGS  (1),391.0,399,324,282,265,137,95
474,33,FELONY POSSESSION STOLEN PROPERTY            ,6.0,12,9,5,9,17,9
475,33,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),112.0,119,93,87,71,77,50
476,33,HARASSMENT 2                          ,473.0,470,445,520,570,498,567
477,33,UNAUTHORIZED USE OF A VEHICLE           ,6.0,11,19,10,7,9,6
478,33,MURDER & NON NEGL. MANSLAUGHTER                                ,2.0,2,2,1,3,2,1
479,33,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,19.0,17,21,6,5,12,7
480,33,MISDEMEANOR SEX CRIMES (4),26.0,34,35,40,38,46,47
481,33,MISDEMEANOR DANGEROUS DRUGS  (1),1707.0,1703,1472,792,756,643,309
482,33,ROBBERY                               ,214.0,202,145,137,121,107,111
483,33,FELONY ASSAULT                        ,177.0,200,173,199,191,189,204
484,33,OFFENSES AGAINST THE PERSON (7)      ,7.0,14,19,10,16,9,11
485,33,GRAND LARCENY                         ,276.0,357,327,305,302,262,271
486,33,OTHER VIOLATIONS (1),60.0,60,26,21,12,7,8
487,33,MISDEMEANOR DANGEROUS WEAPONS (5)               ,62.0,82,55,68,50,32,29
488,33,CRIMINAL TRESPASS,142.0,162,140,128,140,97,46
489,33,GRAND LARCENY OF MOTOR VEHICLE                                  ,43.0,29,34,41,28,35,37
490,33,INTOXICATED & IMPAIRED DRIVING              ,41.0,89,65,83,92,97,47
491,33,ASSAULT 3 AND RELATED OFFENSES        ,407.0,459,494,405,407,373,367
492,33,PETIT LARCENY                         ,637.0,564,654,643,768,725,719
493,34,MURDER & NON NEGL. MANSLAUGHTER                                ,5.0,1,1,3,4,3,1
494,34,OTHER FELONIES (4),98.0,75,102,101,125,119,132
495,34,FELONY POSSESSION STOLEN PROPERTY            ,14.0,8,13,17,17,20,17
496,34,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,177.0,232,145,197,211,185,132
497,34,FELONY SEX CRIMES (3),14.0,17,20,16,16,12,27
498,34,FELONY DANGEROUS DRUGS  (1),322.0,308,249,242,285,215,146
499,34,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,53.0,122,92,75,99,121,125
500,34,RAPE                                  ,20.0,25,13,23,10,14,27
501,34,MISDEMEANOR DANGEROUS DRUGS  (1),1426.0,859,1288,707,653,659,283
502,34,INTOXICATED & IMPAIRED DRIVING              ,97.0,212,202,131,137,160,115
503,34,OTHER VIOLATIONS (1),65.0,37,58,35,18,7,7
504,34,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,24.0,23,13,6,10,19,9
505,34,MISDEMEANOR SEX CRIMES (4),34.0,25,37,46,43,45,54
506,34,FELONY ASSAULT                        ,207.0,178,204,246,308,290,315
507,34,MISDEMEANOR DANGEROUS WEAPONS (5)               ,91.0,88,90,82,95,86,57
508,34,PETIT LARCENY                         ,740.0,859,770,761,815,903,825
509,34,BURGLARY                              ,261.0,208,177,193,139,172,155
510,34,VEHICLE AND TRAFFIC LAWS              ,55.0,55,57,55,64,54,71
511,34,CRIMINAL TRESPASS,308.0,347,490,205,150,103,49
512,34,UNAUTHORIZED USE OF A VEHICLE           ,18.0,10,15,13,15,15,26
513,34,OFFENSES AGAINST THE PERSON (7)      ,37.0,21,22,29,28,37,30
514,34,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),137.0,100,97,93,117,127,116
515,34,FRAUDS (3)                    ,55.0,56,59,46,73,90,66
516,34,AGGRAVATED HARASSMENT 2               ,307.0,334,206,173,178,230,276
517,34,OTHER MISDEMEANORS (8),535.0,488,471,474,497,321,216
518,34,GRAND LARCENY OF MOTOR VEHICLE                                  ,79.0,76,76,88,70,71,87
519,40,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),299.0,328,370,321,306,312,276
520,40,ADMINISTRATIVE CODE (6)            ,5.0,10,8,13,14,10,33
521,40,FRAUDS (3)                    ,58.0,87,191,173,134,105,73
522,40,AGGRAVATED HARASSMENT 2               ,653.0,606,438,490,496,570,433
523,40,OTHER MISDEMEANORS (8),1673.0,1909,1613,2195,2162,1333,764
524,40,CRIMINAL TRESPASS,1119.0,1000,1802,1204,511,305,151
525,40,UNAUTHORIZED USE OF A VEHICLE           ,23.0,17,22,19,18,29,23
526,40,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,63.0,25,39,35,26,26,15
527,40,MISDEMEANOR SEX CRIMES (4),67.0,78,104,123,96,108,109
528,40,MISDEMEANOR DANGEROUS DRUGS  (1),2319.0,2094,2032,1602,1470,1304,1099
529,40,PETIT LARCENY                         ,1713.0,1604,1692,1839,1710,1645,1594
530,40,ASSAULT 3 AND RELATED OFFENSES        ,1596.0,1480,1505,1318,1312,1290,1329
531,40,INTOXICATED & IMPAIRED DRIVING              ,85.0,128,125,103,77,95,83
532,40,VEHICLE AND TRAFFIC LAWS              ,74.0,87,73,100,139,124,121
533,40,RAPE                                  ,26.0,25,29,37,38,44,37
534,40,OTHER VIOLATIONS (1),48.0,35,36,24,19,25,22
535,40,HARASSMENT 2                          ,1364.0,1282,1356,1357,1587,1702,1873
536,40,FELONY POSSESSION STOLEN PROPERTY            ,9.0,5,14,21,9,19,22
537,40,FELONY SEX CRIMES (3),14.0,28,27,24,27,16,30
538,40,FELONY DANGEROUS DRUGS  (1),1063.0,841,828,763,782,464,500
539,40,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,27.0,33,82,260,217,186,217
540,40,OTHER FELONIES (4),240.0,236,251,273,235,238,226
541,40,ROBBERY                               ,480.0,454,407,514,531,479,462
542,40,BURGLARY                              ,158.0,213,144,236,266,236,251
543,40,GRAND LARCENY                         ,482.0,586,488,645,746,802,774
544,41,MISDEMEANOR DANGEROUS WEAPONS (5)               ,101.0,89,85,73,77,72,70
545,41,PETIT LARCENY                         ,712.0,738,857,855,893,895,1010
546,41,ASSAULT 3 AND RELATED OFFENSES        ,862.0,866,897,679,623,568,533
547,41,FELONY SEX CRIMES (3),18.0,11,18,16,18,12,30
548,41,INTOXICATED & IMPAIRED DRIVING              ,52.0,81,111,60,51,36,41
549,41,VEHICLE AND TRAFFIC LAWS              ,51.0,65,72,48,56,75,71
550,41,UNAUTHORIZED USE OF A VEHICLE           ,12.0,14,10,15,14,22,19
551,41,OFFENSES AGAINST THE PERSON (7)      ,14.0,19,20,18,28,8,4
552,41,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),527.0,479,186,121,126,82,102
553,41,MISDEMEANOR DANGEROUS DRUGS  (1),1142.0,1159,1087,611,647,469,299
554,41,HARASSMENT 2                          ,808.0,909,922,801,779,833,824
555,41,OTHER VIOLATIONS (1),14.0,20,19,15,13,14,8
556,41,FELONY DANGEROUS DRUGS  (1),578.0,524,364,268,432,367,234
557,41,ADMINISTRATIVE CODE (6)            ,15.0,14,16,11,9,8,10
558,41,OTHER FELONIES (4),336.0,429,117,122,112,103,101
559,41,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,151.0,163,100,81,91,77,59
560,41,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,82.0,63,117,258,112,126,56
561,41,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,25.0,19,14,17,10,18,25
562,41,FRAUDS (3)                    ,45.0,56,67,77,36,30,22
563,41,OTHER MISDEMEANORS (8),1019.0,919,816,978,927,567,311
564,41,AGGRAVATED HARASSMENT 2               ,406.0,389,324,303,301,299,241
565,41,GRAND LARCENY OF MOTOR VEHICLE                                  ,57.0,76,80,67,75,64,67
566,41,GRAND LARCENY                         ,321.0,403,378,334,336,288,343
567,41,FELONY ASSAULT                        ,556.0,732,353,347,293,270,252
568,41,ROBBERY                               ,329.0,328,252,226,242,132,153
569,41,MURDER & NON NEGL. MANSLAUGHTER                                ,8.0,2,4,3,8,3,4
570,42,FELONY POSSESSION STOLEN PROPERTY            ,3.0,6,8,6,8,10,17
571,42,OTHER VIOLATIONS (1),21.0,11,17,7,8,5,12
572,42,FELONY SEX CRIMES (3),26.0,15,19,21,20,10,26
573,42,FELONY DANGEROUS DRUGS  (1),494.0,445,425,349,367,358,267
574,42,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,58.0,25,50,55,62,89,111
575,42,MURDER & NON NEGL. MANSLAUGHTER                                ,8.0,12,5,6,8,8,8
576,42,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,71.0,89,82,119,95,82,58
577,42,FELONY ASSAULT                        ,340.0,405,424,379,489,437,512
578,42,RAPE                                  ,30.0,24,30,33,37,31,33
579,42,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,23.0,19,22,17,13,11,21
580,42,MISDEMEANOR SEX CRIMES (4),57.0,45,58,62,74,82,99
581,42,MISDEMEANOR DANGEROUS DRUGS  (1),1570.0,1423,1416,1040,895,878,329
582,42,MISDEMEANOR DANGEROUS WEAPONS (5)               ,213.0,159,205,198,181,113,84
583,42,PETIT LARCENY                         ,861.0,928,887,866,1006,1170,1166
584,42,ASSAULT 3 AND RELATED OFFENSES        ,983.0,1055,1137,891,975,863,1012
585,42,BURGLARY                              ,165.0,177,163,185,174,187,225
586,42,CRIMINAL TRESPASS,443.0,323,310,267,298,206,70
587,42,INTOXICATED & IMPAIRED DRIVING              ,47.0,74,89,54,30,28,50
588,42,OFFENSES AGAINST THE PERSON (7)      ,20.0,25,24,29,26,33,20
589,42,GRAND LARCENY OF MOTOR VEHICLE                                  ,112.0,77,100,112,85,95,100
590,42,UNAUTHORIZED USE OF A VEHICLE           ,16.0,12,15,21,19,16,12
591,42,OTHER MISDEMEANORS (8),706.0,704,529,851,852,628,455
592,42,FRAUDS (3)                    ,37.0,46,51,50,78,68,63
593,42,ADMINISTRATIVE CODE (6)            ,11.0,7,7,7,7,5,30
594,42,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),213.0,185,202,254,284,230,214
595,42,HARASSMENT 2                          ,906.0,912,1086,1005,1094,1160,1397
596,43,RAPE                                  ,38.0,26,36,44,43,33,45
597,43,ROBBERY                               ,584.0,586,546,560,547,393,299
598,43,BURGLARY                              ,348.0,361,327,322,312,185,179
599,43,GRAND LARCENY                         ,687.0,708,693,710,692,680,663
600,43,HARASSMENT 2                          ,1549.0,1575,1564,1630,1757,1688,1776
601,43,FELONY POSSESSION STOLEN PROPERTY            ,10.0,11,12,8,9,12,6
602,43,PETIT LARCENY                         ,1541.0,1703,1537,1530,1719,1694,1561
603,43,MISDEMEANOR DANGEROUS WEAPONS (5)               ,297.0,163,170,182,137,93,85
604,43,MISDEMEANOR DANGEROUS DRUGS  (1),2491.0,1506,1292,966,856,871,407
605,43,MISDEMEANOR SEX CRIMES (4),92.0,93,110,96,117,106,111
606,43,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,47.0,32,41,32,9,25,13
607,43,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,281.0,226,183,205,165,176,123
608,43,FELONY SEX CRIMES (3),28.0,29,25,36,24,25,37
609,43,FELONY DANGEROUS DRUGS  (1),370.0,507,419,303,224,256,216
610,43,OTHER FELONIES (4),168.0,222,254,222,178,197,199
611,43,VEHICLE AND TRAFFIC LAWS              ,99.0,116,123,104,113,113,112
612,43,CRIMINAL TRESPASS,568.0,399,350,305,279,177,120
613,43,UNAUTHORIZED USE OF A VEHICLE           ,17.0,26,31,31,19,27,17
614,43,OFFENSES AGAINST THE PERSON (7)      ,57.0,60,81,73,48,35,16
615,43,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),344.0,375,301,286,321,300,312
616,43,FRAUDS (3)                    ,141.0,86,103,79,118,88,89
617,43,AGGRAVATED HARASSMENT 2               ,735.0,756,619,653,698,600,543
618,43,OTHER MISDEMEANORS (8),980.0,462,480,861,750,630,528
619,43,OTHER VIOLATIONS (1),51.0,52,48,17,13,18,15
620,43,INTOXICATED & IMPAIRED DRIVING              ,189.0,166,150,81,104,57,66
621,44,FELONY POSSESSION STOLEN PROPERTY            ,8.0,10,22,12,10,20,20
622,44,ROBBERY                               ,452.0,420,415,556,483,377,382
623,44,FELONY ASSAULT                        ,670.0,709,687,703,649,583,613
624,44,GRAND LARCENY                         ,598.0,642,712,730,744,774,668
625,44,GRAND LARCENY OF MOTOR VEHICLE                                  ,152.0,126,174,148,124,116,120
626,44,OTHER FELONIES (4),186.0,208,209,162,203,139,217
627,44,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,62.0,67,114,119,125,100,205
628,44,FELONY SEX CRIMES (3),27.0,28,23,26,25,25,23
629,44,ARSON                                 ,23.0,16,24,21,13,12,11
630,44,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,212.0,159,205,224,384,331,227
631,44,MURDER & NON NEGL. MANSLAUGHTER                                ,8.0,9,15,11,13,9,11
632,44,HARASSMENT 2                          ,1213.0,1318,1250,1346,1596,1760,1969
633,44,FELONY DANGEROUS DRUGS  (1),910.0,695,571,514,471,369,402
634,44,MISDEMEANOR SEX CRIMES (4),120.0,117,110,109,109,102,126
635,44,AGGRAVATED HARASSMENT 2               ,587.0,623,293,365,403,450,398
636,44,OTHER MISDEMEANORS (8),1285.0,1535,1225,1727,1740,1102,730
637,44,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),382.0,320,240,315,307,332,284
638,44,UNAUTHORIZED USE OF A VEHICLE           ,18.0,25,17,25,17,29,17
639,44,CRIMINAL TRESPASS,871.0,401,586,687,303,324,290
640,44,VEHICLE AND TRAFFIC LAWS              ,71.0,82,88,112,141,139,149
641,44,INTOXICATED & IMPAIRED DRIVING              ,63.0,124,136,77,72,53,44
642,44,ASSAULT 3 AND RELATED OFFENSES        ,1581.0,1645,1414,1178,1164,1309,1436
643,44,PETIT LARCENY                         ,1844.0,2124,1975,1839,1737,1967,2036
644,44,MISDEMEANOR DANGEROUS DRUGS  (1),2697.0,2119,1511,1292,1083,938,677
645,44,FRAUDS (3)                    ,143.0,119,168,144,123,130,139
646,44,ADMINISTRATIVE CODE (6)            ,23.0,13,14,19,33,31,24
647,44,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,81.0,40,33,24,11,25,27
648,45,HARASSMENT 2                          ,806.0,845,1004,1000,1104,1213,1121
649,45,OTHER VIOLATIONS (1),11.0,10,12,16,7,12,9
650,45,FELONY DANGEROUS WEAPONS (2)        ,29.0,21,16,16,32,32,24
651,45,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,52.0,39,67,47,45,52,128
652,45,OTHER FELONIES (4),69.0,70,72,78,81,72,62
653,45,MURDER & NON NEGL. MANSLAUGHTER                                ,2.0,5,0,3,7,2,0
654,45,RAPE                                  ,17.0,9,11,7,17,10,13
655,45,FELONY ASSAULT                        ,187.0,163,165,187,175,196,239
656,45,GRAND LARCENY OF MOTOR VEHICLE                                  ,151.0,160,133,144,134,112,106
657,45,BURGLARY                              ,228.0,172,156,144,137,135,138
658,45,FELONY SEX CRIMES (3),2.0,8,10,14,12,10,19
659,45,OTHER MISDEMEANORS (8),123.0,67,64,146,165,191,202
660,45,ARSON                                 ,8.0,12,16,15,4,10,15
661,45,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,121.0,104,117,114,136,86,58
662,45,FELONY POSSESSION STOLEN PROPERTY            ,4.0,4,6,6,2,5,7
663,45,AGGRAVATED HARASSMENT 2               ,338.0,380,273,256,359,342,254
664,45,FRAUDS (3)                    ,34.0,37,57,22,37,36,19
665,45,ADMINISTRATIVE CODE (6)            ,9.0,7,12,9,7,7,6
666,45,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),133.0,141,136,154,132,122,90
667,45,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,14.0,22,14,9,5,5,5
668,45,UNAUTHORIZED USE OF A VEHICLE           ,16.0,8,21,9,17,12,15
669,45,VEHICLE AND TRAFFIC LAWS              ,64.0,64,62,58,64,79,71
670,45,INTOXICATED & IMPAIRED DRIVING              ,125.0,129,130,85,89,93,90
671,45,OFFENSES AGAINST THE PERSON (7)      ,13.0,12,18,17,12,30,25
672,45,PETIT LARCENY                         ,1118.0,1155,1296,1540,1284,1253,1294
673,45,MISDEMEANOR DANGEROUS WEAPONS (5)               ,74.0,82,75,82,98,69,55
674,45,ASSAULT 3 AND RELATED OFFENSES        ,551.0,505,594,468,464,458,572
675,45,MISDEMEANOR DANGEROUS DRUGS  (1),281.0,252,207,191,178,134,136
676,46,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,28.0,65,194,184,337,191,200
677,46,FELONY DANGEROUS DRUGS  (1),909.0,791,840,620,543,572,477
678,46,OTHER FELONIES (4),146.0,201,181,197,159,177,221
679,46,ARSON                                 ,27.0,18,19,27,12,17,9
680,46,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,166.0,138,184,188,255,158,139
681,46,FELONY POSSESSION STOLEN PROPERTY            ,12.0,11,21,4,12,10,24
682,46,FELONY DANGEROUS WEAPONS (2)        ,89.0,81,105,95,110,86,71
683,46,MISDEMEANOR DANGEROUS DRUGS  (1),2326.0,1407,1641,1208,572,576,698
684,46,ASSAULT 3 AND RELATED OFFENSES        ,1380.0,1472,1519,1133,1004,1061,1212
685,46,MISDEMEANOR DANGEROUS WEAPONS (5)               ,359.0,194,199,202,82,42,82
686,46,PETIT LARCENY                         ,922.0,1086,1178,973,1109,984,1002
687,46,BURGLARY                              ,226.0,188,208,268,243,191,190
