,PCT,CRIME,2012,2013,2014,2015,2016,2017,2018
688,46,ROBBERY                               ,390.0,449,334,418,442,402,315
689,46,RAPE                                  ,30.0,28,32,25,31,39,28
690,46,OTHER MISDEMEANORS (8),917.0,1027,805,914,1108,985,798
691,46,GRAND LARCENY                         ,410.0,441,431,446,525,509,478
692,46,INTOXICATED & IMPAIRED DRIVING              ,93.0,134,100,50,32,37,29
693,46,HARASSMENT 2                          ,1239.0,1262,1215,1419,1598,1446,1594
694,46,OTHER VIOLATIONS (1),54.0,21,12,12,7,11,7
695,46,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),275.0,267,290,224,210,195,216
696,46,OFFENSES AGAINST THE PERSON (7)      ,38.0,37,49,32,24,22,17
697,46,UNAUTHORIZED USE OF A VEHICLE           ,13.0,17,16,12,13,12,25
698,46,CRIMINAL TRESPASS,154.0,75,192,183,66,72,82
699,46,FRAUDS (3)                    ,102.0,79,91,59,55,39,69
700,46,ADMINISTRATIVE CODE (6)            ,12.0,13,26,14,26,7,21
701,46,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,32.0,21,25,27,22,19,13
702,46,MISDEMEANOR SEX CRIMES (4),81.0,97,84,80,77,72,123
703,47,CRIMINAL TRESPASS,289.0,157,181,209,115,76,120
704,47,UNAUTHORIZED USE OF A VEHICLE           ,28.0,21,18,23,16,39,24
705,47,GRAND LARCENY                         ,408.0,491,433,517,659,717,520
706,47,GRAND LARCENY OF MOTOR VEHICLE                                  ,253.0,202,205,215,187,247,205
707,47,BURGLARY                              ,397.0,391,377,284,325,317,294
708,47,FELONY ASSAULT                        ,517.0,561,548,586,620,671,726
709,47,ROBBERY                               ,506.0,469,420,415,434,440,337
710,47,MURDER & NON NEGL. MANSLAUGHTER                                ,16.0,9,17,11,8,8,5
711,47,OTHER VIOLATIONS (1),22.0,21,24,14,11,11,5
712,47,MISDEMEANOR SEX CRIMES (4),87.0,70,103,70,102,81,98
713,47,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,45.0,58,54,71,67,96,78
714,47,VEHICLE AND TRAFFIC LAWS              ,93.0,114,123,104,126,129,145
715,47,INTOXICATED & IMPAIRED DRIVING              ,78.0,119,137,98,101,163,181
716,47,PETIT LARCENY                         ,933.0,888,1007,1010,1264,1299,1076
717,47,MISDEMEANOR DANGEROUS WEAPONS (5)               ,250.0,189,232,182,185,113,128
718,47,MISDEMEANOR DANGEROUS DRUGS  (1),1450.0,780,1119,849,584,494,438
719,47,OFFENSES AGAINST THE PERSON (7)      ,20.0,28,17,26,29,24,16
720,47,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,46.0,64,14,10,21,25,14
721,47,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),211.0,241,240,240,274,284,216
722,47,FRAUDS (3)                    ,77.0,75,86,76,102,89,54
723,47,OTHER FELONIES (4),133.0,125,160,171,164,189,209
724,47,OTHER MISDEMEANORS (8),856.0,896,458,840,767,583,605
725,47,AGGRAVATED HARASSMENT 2               ,516.0,427,319,403,392,429,343
726,47,FELONY POSSESSION STOLEN PROPERTY            ,14.0,6,11,29,22,35,20
727,47,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,168.0,131,123,159,235,183,106
728,47,FELONY SEX CRIMES (3),17.0,15,17,25,15,28,22
729,47,FELONY DANGEROUS WEAPONS (2)        ,114.0,155,139,111,87,95,99
730,47,FELONY DANGEROUS DRUGS  (1),297.0,278,342,247,264,246,176
731,48,AGGRAVATED HARASSMENT 2               ,354.0,438,366,366,396,376,404
732,48,FRAUDS (3)                    ,85.0,76,61,63,54,31,88
733,48,ADMINISTRATIVE CODE (6)            ,14.0,12,12,11,8,6,10
734,48,OTHER VIOLATIONS (1),17.0,13,10,9,10,6,7
735,48,UNAUTHORIZED USE OF A VEHICLE           ,25.0,18,14,25,23,32,25
736,48,CRIMINAL TRESPASS,154.0,254,290,165,82,81,64
737,48,HARASSMENT 2                          ,816.0,840,909,1005,1049,1199,1313
738,48,OTHER MISDEMEANORS (8),518.0,500,283,601,580,455,376
739,48,FELONY POSSESSION STOLEN PROPERTY            ,13.0,10,6,6,12,12,11
740,48,RAPE                                  ,21.0,24,22,38,22,26,29
741,48,MISDEMEANOR SEX CRIMES (4),60.0,65,80,69,85,70,81
742,48,MISDEMEANOR DANGEROUS DRUGS  (1),1649.0,1591,1609,1101,800,546,423
743,48,PETIT LARCENY                         ,1068.0,1115,1081,932,1061,1190,1049
744,48,ARSON                                 ,33.0,28,43,30,16,8,11
745,48,FELONY SEX CRIMES (3),19.0,15,14,15,25,19,23
746,48,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,27.0,26,14,12,24,14,16
747,48,FELONY DANGEROUS DRUGS  (1),814.0,795,499,534,654,382,232
748,48,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,41.0,57,82,130,106,170,156
749,48,OTHER FELONIES (4),141.0,134,148,115,138,180,173
750,48,ASSAULT 3 AND RELATED OFFENSES        ,1167.0,1131,1148,965,889,939,952
751,48,INTOXICATED & IMPAIRED DRIVING              ,101.0,159,120,76,58,43,39
752,48,VEHICLE AND TRAFFIC LAWS              ,78.0,96,94,77,86,91,96
753,48,FELONY DANGEROUS WEAPONS (2)        ,137.0,96,104,76,98,89,84
754,48,MURDER & NON NEGL. MANSLAUGHTER                                ,9.0,4,10,6,7,8,11
755,48,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),242.0,286,260,251,240,152,150
756,48,FELONY ASSAULT                        ,385.0,460,499,556,453,442,396
757,48,BURGLARY                              ,208.0,250,271,222,190,183,182
758,48,GRAND LARCENY                         ,473.0,506,508,485,485,487,424
759,48,GRAND LARCENY OF MOTOR VEHICLE                                  ,95.0,102,76,117,73,76,76
760,49,VEHICLE AND TRAFFIC LAWS              ,362.0,570,392,306,350,439,479
761,49,ROBBERY                               ,331.0,210,179,228,228,221,176
762,49,BURGLARY                              ,344.0,232,190,185,180,180,171
763,49,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,30.0,26,21,15,15,18,13
764,49,MISDEMEANOR DANGEROUS DRUGS  (1),455.0,630,467,359,561,582,197
765,49,PETIT LARCENY                         ,929.0,1074,1268,1063,929,971,931
766,49,ASSAULT 3 AND RELATED OFFENSES        ,722.0,710,745,511,501,465,543
767,49,INTOXICATED & IMPAIRED DRIVING              ,44.0,62,61,42,41,54,70
768,49,MISDEMEANOR DANGEROUS WEAPONS (5)               ,93.0,91,109,120,116,153,106
769,49,GRAND LARCENY OF MOTOR VEHICLE                                  ,183.0,111,133,164,138,98,95
770,49,OTHER VIOLATIONS (1),13.0,17,17,7,6,3,12
771,49,HARASSMENT 2                          ,752.0,797,769,794,875,963,1032
772,49,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,97.0,101,120,106,105,73,68
773,49,ARSON                                 ,19.0,10,17,10,8,7,13
774,49,FELONY SEX CRIMES (3),8.0,9,16,19,20,14,18
775,49,FELONY DANGEROUS DRUGS  (1),188.0,157,196,144,151,113,102
776,49,FELONY DANGEROUS WEAPONS (2)        ,42.0,48,40,50,42,39,19
777,49,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,58.0,29,66,70,120,79,89
778,49,OTHER FELONIES (4),78.0,72,86,105,142,170,191
779,49,MURDER & NON NEGL. MANSLAUGHTER                                ,8.0,2,6,6,4,3,7
780,49,GRAND LARCENY                         ,421.0,360,364,440,435,493,439
781,49,RAPE                                  ,17.0,15,18,30,24,13,25
782,49,UNAUTHORIZED USE OF A VEHICLE           ,24.0,22,28,27,19,32,28
783,49,OTHER MISDEMEANORS (8),532.0,638,600,599,547,453,295
784,49,OFFENSES AGAINST THE PERSON (7)      ,8.0,19,17,11,20,33,18
785,49,FRAUDS (3)                    ,76.0,123,91,45,48,34,57
786,49,AGGRAVATED HARASSMENT 2               ,384.0,428,318,324,296,253,297
787,49,ADMINISTRATIVE CODE (6)            ,19.0,11,18,14,13,13,26
788,49,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),126.0,118,123,121,97,72,130
789,50,INTOXICATED & IMPAIRED DRIVING              ,48.0,60,59,53,45,38,24
790,50,OTHER VIOLATIONS (1),11.0,4,9,5,8,2,3
791,50,HARASSMENT 2                          ,471.0,530,516,569,580,617,586
792,50,ASSAULT 3 AND RELATED OFFENSES        ,470.0,374,409,352,321,318,306
793,50,PETIT LARCENY                         ,813.0,746,838,773,804,782,862
794,50,CRIMINAL TRESPASS,97.0,73,37,22,38,35,16
795,50,MISDEMEANOR DANGEROUS WEAPONS (5)               ,53.0,34,48,77,55,22,17
796,50,MISDEMEANOR DANGEROUS DRUGS  (1),284.0,287,344,376,394,247,88
797,50,MISDEMEANOR SEX CRIMES (4),34.0,34,19,29,19,24,42
798,50,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,21.0,7,9,16,6,12,1
799,50,FELONY POSSESSION STOLEN PROPERTY            ,0.0,1,6,6,9,4,3
800,50,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,95.0,72,82,79,73,96,47
801,50,ARSON                                 ,12.0,7,10,5,10,6,4
802,50,FELONY SEX CRIMES (3),13.0,8,9,9,11,5,11
803,50,FELONY DANGEROUS DRUGS  (1),118.0,118,103,145,115,103,70
804,50,UNAUTHORIZED USE OF A VEHICLE           ,7.0,15,11,17,11,11,9
805,50,OFFENSES AGAINST THE PERSON (7)      ,14.0,13,13,7,9,5,9
806,50,ADMINISTRATIVE CODE (6)            ,5.0,4,8,9,11,10,13
807,50,FELONY DANGEROUS WEAPONS (2)        ,26.0,19,21,21,20,15,12
808,50,MURDER & NON NEGL. MANSLAUGHTER                                ,6.0,2,1,2,4,3,7
809,50,RAPE                                  ,10.0,2,18,17,9,8,15
810,50,ROBBERY                               ,146.0,150,140,154,136,102,110
811,50,FELONY ASSAULT                        ,131.0,149,137,104,154,140,147
812,50,GRAND LARCENY                         ,421.0,415,417,471,469,522,458
813,50,GRAND LARCENY OF MOTOR VEHICLE                                  ,103.0,87,85,95,89,78,97
814,50,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),77.0,83,79,77,67,57,60
815,50,OTHER MISDEMEANORS (8),60.0,41,89,154,220,142,140
816,50,FRAUDS (3)                    ,86.0,47,60,59,60,46,27
817,50,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,87.0,78,91,93,98,115,131
818,52,FELONY POSSESSION STOLEN PROPERTY            ,11.0,10,10,12,11,35,29
819,52,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,382.0,255,268,222,172,163,162
820,52,ARSON                                 ,22.0,14,10,12,6,11,15
821,52,FELONY DANGEROUS DRUGS  (1),777.0,768,580,455,391,520,357
822,52,OTHER FELONIES (4),151.0,145,191,174,208,201,192
823,52,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),236.0,241,274,238,162,216,202
824,52,FRAUDS (3)                    ,70.0,101,73,65,46,56,39
825,52,AGGRAVATED HARASSMENT 2               ,613.0,551,397,446,512,535,387
826,52,OTHER MISDEMEANORS (8),1339.0,1228,1157,829,796,914,550
827,52,FELONY SEX CRIMES (3),19.0,21,23,21,35,30,36
828,52,FELONY DANGEROUS WEAPONS (2)        ,114.0,134,110,105,129,156,120
829,52,VEHICLE AND TRAFFIC LAWS              ,127.0,101,64,106,102,124,129
830,52,HARASSMENT 2                          ,1029.0,1004,1141,1047,1051,1158,1139
831,52,INTOXICATED & IMPAIRED DRIVING              ,65.0,113,103,79,119,154,129
832,52,CRIMINAL TRESPASS,189.0,169,312,224,106,94,36
833,52,UNAUTHORIZED USE OF A VEHICLE           ,16.0,18,23,12,16,30,15
834,52,OFFENSES AGAINST THE PERSON (7)      ,31.0,39,26,15,22,36,32
835,52,PETIT LARCENY                         ,1703.0,1590,1808,1709,1706,1716,1856
836,52,MISDEMEANOR DANGEROUS WEAPONS (5)               ,193.0,186,158,133,110,132,175
837,52,MURDER & NON NEGL. MANSLAUGHTER                                ,6.0,12,7,12,3,2,7
838,52,RAPE                                  ,24.0,26,27,30,28,27,30
839,52,FELONY ASSAULT                        ,398.0,484,541,556,593,519,553
840,52,ROBBERY                               ,546.0,473,439,457,454,332,334
841,52,OTHER VIOLATIONS (1),12.0,20,23,18,9,10,5
842,52,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,60.0,55,21,17,8,15,23
843,52,MISDEMEANOR DANGEROUS DRUGS  (1),2075.0,1756,1830,1329,974,986,720
844,52,GRAND LARCENY OF MOTOR VEHICLE                                  ,139.0,120,103,111,109,104,106
845,52,BURGLARY                              ,415.0,354,371,275,272,170,208
846,52,MISDEMEANOR SEX CRIMES (4),95.0,87,82,89,86,80,114
847,60,OTHER MISDEMEANORS (8),320.0,501,421,597,694,574,435
848,60,AGGRAVATED HARASSMENT 2               ,336.0,299,226,278,291,264,251
849,60,FRAUDS (3)                    ,31.0,33,42,70,70,89,50
850,60,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),172.0,121,118,133,126,116,129
851,60,OFFENSES AGAINST THE PERSON (7)      ,20.0,16,13,15,13,25,14
852,60,UNAUTHORIZED USE OF A VEHICLE           ,18.0,20,16,12,22,20,22
853,60,VEHICLE AND TRAFFIC LAWS              ,43.0,42,44,57,44,57,77
854,60,INTOXICATED & IMPAIRED DRIVING              ,101.0,121,111,104,96,77,96
855,60,ASSAULT 3 AND RELATED OFFENSES        ,652.0,676,708,614,599,553,598
856,60,MISDEMEANOR DANGEROUS DRUGS  (1),721.0,739,942,759,604,775,439
857,60,MISDEMEANOR SEX CRIMES (4),63.0,53,47,58,58,71,89
858,60,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,19.0,33,15,10,12,11,13
859,60,CRIMINAL TRESPASS,174.0,150,140,255,236,138,100
860,60,PETIT LARCENY                         ,1038.0,933,893,922,891,929,1002
861,60,ADMINISTRATIVE CODE (6)            ,5.0,12,6,11,10,5,6
862,60,HARASSMENT 2                          ,645.0,667,835,897,864,772,820
863,60,OTHER FELONIES (4),158.0,155,207,233,230,205,241
864,60,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,125.0,103,107,161,144,142,159
865,60,FELONY SEX CRIMES (3),17.0,9,12,16,24,25,17
866,60,ARSON                                 ,38.0,25,18,16,12,14,13
867,60,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,83.0,67,77,124,138,86,112
868,60,FELONY POSSESSION STOLEN PROPERTY            ,4.0,3,9,6,3,3,13
869,60,GRAND LARCENY                         ,562.0,523,592,535,361,382,422
870,60,FELONY DANGEROUS DRUGS  (1),199.0,220,273,293,163,151,231
871,60,FELONY ASSAULT                        ,211.0,283,314,315,254,235,232
872,60,ROBBERY                               ,299.0,309,267,273,155,142,138
873,60,RAPE                                  ,23.0,18,21,25,16,16,20
874,60,MURDER & NON NEGL. MANSLAUGHTER                                ,4.0,8,10,4,3,8,0
875,60,BURGLARY                              ,257.0,214,193,165,104,61,89
876,61,FELONY SEX CRIMES (3),19.0,12,10,6,15,12,19
877,61,FELONY DANGEROUS WEAPONS (2)        ,32.0,26,39,28,29,21,29
878,61,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,149.0,123,129,138,125,128,146
879,61,OTHER FELONIES (4),143.0,195,189,144,190,211,185
880,61,OTHER MISDEMEANORS (8),166.0,196,215,286,251,249,231
881,61,AGGRAVATED HARASSMENT 2               ,334.0,282,287,260,277,269,234
882,61,MISDEMEANOR SEX CRIMES (4),62.0,51,40,32,48,81,65
883,61,MISDEMEANOR DANGEROUS DRUGS  (1),606.0,391,439,391,336,376,188
884,61,MISDEMEANOR DANGEROUS WEAPONS (5)               ,57.0,35,43,32,55,26,23
885,61,PETIT LARCENY                         ,1039.0,1001,1025,964,973,1028,1047
886,61,ASSAULT 3 AND RELATED OFFENSES        ,560.0,516,503,435,409,422,468
887,61,INTOXICATED & IMPAIRED DRIVING              ,153.0,154,127,96,69,80,58
888,61,VEHICLE AND TRAFFIC LAWS              ,87.0,83,79,92,102,99,112
889,61,CRIMINAL TRESPASS,120.0,98,115,94,95,72,82
890,61,UNAUTHORIZED USE OF A VEHICLE           ,43.0,41,40,46,37,38,37
891,61,OFFENSES AGAINST THE PERSON (7)      ,13.0,5,8,8,3,20,13
892,61,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),71.0,47,52,37,44,65,38
893,61,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,45.0,33,16,14,16,12,6
894,61,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,111.0,101,92,76,55,76,100
895,61,ARSON                                 ,13.0,13,16,14,10,7,10
896,61,HARASSMENT 2                          ,697.0,632,654,632,629,630,783
897,61,MURDER & NON NEGL. MANSLAUGHTER                                ,3.0,2,2,5,2,2,1
898,61,RAPE                                  ,10.0,19,12,12,11,11,17
899,61,ROBBERY                               ,259.0,248,227,214,133,152,150
900,61,FELONY ASSAULT                        ,146.0,199,187,184,185,193,170
901,61,BURGLARY                              ,369.0,346,342,338,184,222,169
902,61,GRAND LARCENY                         ,752.0,726,797,620,566,592,584
903,61,GRAND LARCENY OF MOTOR VEHICLE                                  ,129.0,126,131,120,93,96,72
904,61,FELONY POSSESSION STOLEN PROPERTY            ,6.0,11,11,9,6,7,4
905,61,FRAUDS (3)                    ,81.0,53,75,51,45,43,44
906,61,OTHER VIOLATIONS (1),20.0,12,21,14,16,10,8
907,61,ADMINISTRATIVE CODE (6)            ,14.0,13,12,9,12,18,8
908,62,MISDEMEANOR DANGEROUS DRUGS  (1),381.0,273,336,268,236,233,53
909,62,OTHER MISDEMEANORS (8),108.0,119,150,260,270,228,181
910,62,AGGRAVATED HARASSMENT 2               ,346.0,376,333,329,268,272,304
911,62,ASSAULT 3 AND RELATED OFFENSES        ,497.0,506,690,638,512,419,471
912,62,PETIT LARCENY                         ,800.0,874,954,934,988,1087,1059
913,62,MISDEMEANOR DANGEROUS WEAPONS (5)               ,74.0,35,35,27,43,23,9
914,62,ADMINISTRATIVE CODE (6)            ,11.0,14,8,6,17,17,6
915,62,OFFENSES AGAINST THE PERSON (7)      ,16.0,11,12,9,11,12,16
916,62,UNAUTHORIZED USE OF A VEHICLE           ,28.0,20,17,19,35,36,33
917,62,CRIMINAL TRESPASS,43.0,55,61,48,60,39,38
918,62,FRAUDS (3)                    ,59.0,76,75,43,42,33,47
919,62,INTOXICATED & IMPAIRED DRIVING              ,119.0,94,97,89,75,53,50
920,62,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,96.0,52,53,37,20,14,5
921,62,MISDEMEANOR SEX CRIMES (4),69.0,51,50,31,56,59,64
922,62,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),52.0,70,131,97,63,53,34
923,62,VEHICLE AND TRAFFIC LAWS              ,74.0,61,58,86,69,62,64
924,62,ARSON                                 ,16.0,6,9,6,5,5,5
925,62,HARASSMENT 2                          ,819.0,818,925,830,717,725,864
926,62,OTHER VIOLATIONS (1),10.0,22,21,10,13,12,22
927,62,RAPE                                  ,8.0,16,11,10,12,14,20
928,62,ROBBERY                               ,214.0,235,159,172,170,166,120
929,62,FELONY ASSAULT                        ,183.0,181,201,210,197,182,148
930,62,BURGLARY                              ,255.0,308,303,232,168,200,178
931,62,GRAND LARCENY                         ,503.0,552,513,505,473,489,482
932,62,MURDER & NON NEGL. MANSLAUGHTER                                ,4.0,3,0,1,0,1,2
933,62,FELONY POSSESSION STOLEN PROPERTY            ,2.0,2,6,8,6,6,5
934,62,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,156.0,124,141,145,112,94,87
935,62,FELONY DANGEROUS DRUGS  (1),103.0,143,142,144,155,195,83
936,62,FELONY DANGEROUS WEAPONS (2)        ,31.0,23,15,35,43,45,28
937,62,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,43.0,79,71,132,120,95,123
938,62,OTHER FELONIES (4),153.0,146,167,242,239,215,188
939,62,GRAND LARCENY OF MOTOR VEHICLE                                  ,131.0,110,99,112,104,77,67
940,63,FRAUDS (3)                    ,63.0,52,48,65,70,25,39
941,63,AGGRAVATED HARASSMENT 2               ,276.0,266,214,264,295,266,181
942,63,OTHER MISDEMEANORS (8),46.0,43,50,147,141,123,112
943,63,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,145.0,164,103,134,141,139,121
944,63,FELONY SEX CRIMES (3),11.0,7,3,7,12,12,11
945,63,ADMINISTRATIVE CODE (6)            ,13.0,9,9,24,19,16,9
946,63,FELONY POSSESSION STOLEN PROPERTY            ,3.0,4,12,6,8,7,5
947,63,OTHER FELONIES (4),135.0,142,121,139,163,147,146
948,63,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),70.0,68,48,36,54,60,58
949,63,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,101.0,85,68,84,92,86,77
950,63,UNAUTHORIZED USE OF A VEHICLE           ,33.0,54,64,47,56,36,30
951,63,MISDEMEANOR DANGEROUS WEAPONS (5)               ,46.0,33,31,41,41,44,19
952,63,MISDEMEANOR DANGEROUS DRUGS  (1),299.0,252,275,196,214,144,86
953,63,MISDEMEANOR SEX CRIMES (4),29.0,24,28,31,49,66,56
954,63,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,24.0,19,12,6,8,9,8
955,63,FELONY DANGEROUS DRUGS  (1),84.0,53,69,40,46,35,57
956,63,OTHER VIOLATIONS (1),16.0,20,12,16,22,14,13
957,63,PETIT LARCENY                         ,1057.0,1025,994,1006,986,836,953
958,63,RAPE                                  ,15.0,13,6,2,8,12,14
959,63,ROBBERY                               ,238.0,165,192,146,122,117,88
960,63,FELONY ASSAULT                        ,237.0,186,160,161,137,148,131
961,63,BURGLARY                              ,251.0,196,176,186,128,103,92
962,63,GRAND LARCENY                         ,534.0,636,567,535,560,529,495
963,63,GRAND LARCENY OF MOTOR VEHICLE                                  ,106.0,92,107,101,74,66,62
964,63,OFFENSES AGAINST THE PERSON (7)      ,10.0,11,5,17,17,11,8
965,63,FELONY DANGEROUS WEAPONS (2)        ,60.0,31,39,32,42,61,57
966,63,ASSAULT 3 AND RELATED OFFENSES        ,384.0,352,392,337,254,303,265
967,63,INTOXICATED & IMPAIRED DRIVING              ,75.0,94,129,77,63,73,66
968,63,VEHICLE AND TRAFFIC LAWS              ,35.0,55,35,36,60,60,47
969,63,CRIMINAL TRESPASS,66.0,41,26,33,48,40,40
970,66,VEHICLE AND TRAFFIC LAWS              ,80.0,63,75,84,90,95,83
971,66,CRIMINAL TRESPASS,80.0,68,82,49,61,66,46
972,66,UNAUTHORIZED USE OF A VEHICLE           ,28.0,38,27,38,33,30,37
973,66,OFFENSES AGAINST THE PERSON (7)      ,4.0,5,4,4,7,7,5
974,66,FRAUDS (3)                    ,30.0,23,23,20,19,23,17
975,66,ADMINISTRATIVE CODE (6)            ,16.0,11,18,16,10,8,4
976,66,ARSON                                 ,10.0,6,5,8,8,8,4
977,66,FELONY SEX CRIMES (3),23.0,9,14,16,14,18,14
978,66,FELONY DANGEROUS DRUGS  (1),49.0,72,29,49,80,63,41
979,66,FELONY DANGEROUS WEAPONS (2)        ,15.0,14,10,7,7,9,6
980,66,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,59.0,58,89,115,132,118,109
981,66,OTHER FELONIES (4),136.0,129,123,114,125,104,116
982,66,INTOXICATED & IMPAIRED DRIVING              ,67.0,83,92,110,100,88,62
983,66,ASSAULT 3 AND RELATED OFFENSES        ,478.0,438,394,349,312,325,319
984,66,HARASSMENT 2                          ,651.0,574,524,592,552,574,588
985,66,MISDEMEANOR DANGEROUS WEAPONS (5)               ,21.0,22,26,35,33,31,7
986,66,GRAND LARCENY OF MOTOR VEHICLE                                  ,102.0,140,97,90,89,81,79
987,66,GRAND LARCENY                         ,464.0,474,498,473,468,406,447
988,66,BURGLARY                              ,324.0,277,285,258,166,159,186
989,66,FELONY ASSAULT                        ,163.0,150,123,159,178,152,141
990,66,ROBBERY                               ,183.0,137,142,133,123,103,101
991,66,PETIT LARCENY                         ,958.0,986,933,903,858,794,836
992,66,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,33.0,45,8,10,7,11,1
993,66,MISDEMEANOR SEX CRIMES (4),68.0,67,52,64,56,79,67
994,66,MISDEMEANOR DANGEROUS DRUGS  (1),119.0,107,171,197,229,142,94
995,66,OTHER VIOLATIONS (1),8.0,13,9,6,3,6,7
996,66,MURDER & NON NEGL. MANSLAUGHTER                                ,1.0,6,1,4,1,0,0
997,66,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),14.0,23,15,16,11,13,12
998,66,FELONY POSSESSION STOLEN PROPERTY            ,2.0,1,0,8,1,3,3
999,66,OTHER MISDEMEANORS (8),81.0,94,97,134,157,157,118
1000,66,AGGRAVATED HARASSMENT 2               ,255.0,229,199,182,233,180,129
1001,67,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,164.0,184,209,382,577,365,367
1002,67,PETIT LARCENY                         ,910.0,965,991,1001,1003,1091,1185
1003,67,ASSAULT 3 AND RELATED OFFENSES        ,1265.0,1298,1511,1032,898,834,788
1004,67,INTOXICATED & IMPAIRED DRIVING              ,138.0,211,224,207,193,101,122
1005,67,VEHICLE AND TRAFFIC LAWS              ,128.0,134,148,118,131,160,137
1006,67,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,676.0,539,577,715,753,761,734
1007,67,CRIMINAL TRESPASS,202.0,101,100,110,123,192,117
1008,67,UNAUTHORIZED USE OF A VEHICLE           ,19.0,27,53,47,48,29,31
1009,67,OFFENSES AGAINST THE PERSON (7)      ,12.0,23,20,26,25,31,14
1010,67,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),113.0,126,144,113,78,80,106
1011,67,FELONY DANGEROUS WEAPONS (2)        ,202.0,152,111,108,147,175,206
1012,67,OTHER VIOLATIONS (1),50.0,61,35,41,20,22,21
1013,67,HARASSMENT 2                          ,1084.0,1233,1638,1612,1856,1636,1833
1014,67,ADMINISTRATIVE CODE (6)            ,47.0,54,47,52,70,45,47
1015,67,FRAUDS (3)                    ,64.0,57,117,118,131,157,131
1016,67,AGGRAVATED HARASSMENT 2               ,583.0,611,324,358,445,367,363
1017,67,OTHER MISDEMEANORS (8),406.0,332,275,608,578,603,560
1018,67,ARSON                                 ,31.0,27,23,32,8,5,15
1019,67,FELONY SEX CRIMES (3),47.0,23,23,19,15,29,24
1020,67,OTHER FELONIES (4),348.0,418,443,472,463,399,460
1021,67,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,171.0,237,244,207,279,264,303
1022,67,MISDEMEANOR DANGEROUS WEAPONS (5)               ,94.0,81,82,83,36,45,32
1023,67,MISDEMEANOR DANGEROUS DRUGS  (1),1327.0,1253,988,692,493,537,411
1024,67,FELONY DANGEROUS DRUGS  (1),216.0,211,193,146,159,163,151
1025,67,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,22.0,28,16,15,14,15,18
1026,67,GRAND LARCENY OF MOTOR VEHICLE                                  ,209.0,169,166,164,119,129,98
1027,67,GRAND LARCENY                         ,647.0,677,687,667,620,654,586
1028,67,BURGLARY                              ,452.0,388,351,298,267,225,225
1029,67,MISDEMEANOR SEX CRIMES (4),92.0,88,97,85,94,140,121
1030,67,RAPE                                  ,32.0,50,41,41,44,39,43
1031,67,MURDER & NON NEGL. MANSLAUGHTER                                ,15.0,11,12,17,14,17,6
1032,67,FELONY ASSAULT                        ,589.0,569,587,499,612,609,601
1033,68,VEHICLE AND TRAFFIC LAWS              ,56.0,62,50,54,42,56,56
1034,68,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,557.0,494,419,417,389,317,314
1035,68,CRIMINAL TRESPASS,22.0,32,67,69,53,47,44
